เก็บข้อมูลตั้งแต่,จำนวนวัน,ครั้งที่ค้นหาทั้งหมด,ข่าวดิบที่อ่านทั้งหมด,ข่าวที่แสดงทั้งหมด,ข่าวไม่ซ้ำ,ภูมิภาค,ค่าใช้จ่ายสะสม (บาท),รันสำเร็จติดต่อกัน (วัน),รันไม่สำเร็จครั้งล่าสุด
2026-09-10,4,5,876,127,100,5,9.39,4,-
